Countries,Years,Status,Lifeexpectancy,AdultMortality,infantdeaths,Alcohol,HepatitisBVacc,Measles,BMI>25%,under-fivedeaths,Polio,Totalexpenditure,Diphtheria,HIV/AIDS,thinness1-19years,thinness5-9years,Incomecompositionofresources,Schooling
Mauritius,1170,0,71.5,179,0,4.14,88,0,26.4,0,88,4.24,88,0.1,7.9,7.9,0.683,12.5
Mauritius,1171,0,71.5,177,0,4.38,92,0,25.8,0,93,3.87,92,0.1,8,8,0.673,12.2
Mauritius,1172,0,71,177,0,4.6,88,0,25.3,0,88,3.78,88,0.1,8.1,8.1,0.667,12.1
Mexico,1173,0,76.6,122,31,5.26,84,3,62.8,36,87,6.3,87,0.1,1.6,1.5,0.754,13.1
Mexico,1174,0,76.6,120,32,5.23,82,0,62.1,37,83,6.3,83,0.1,1.6,1.5,0.753,12.9
Mexico,1175,0,76.3,123,33,5.29,99,0,61.5,38,99,6.21,99,0.1,1.6,1.5,0.748,12.7
Mexico,1176,0,76.1,124,34,5.3,98,3,60.8,39,97,6.4,97,0.1,1.6,1.6,0.745,12.6
Mexico,1177,0,75.6,127,35,5.21,93,0,60.1,40,95,6.39,95,0.1,1.6,1.6,0.739,12.5
Mexico,1178,0,75.7,130,36,5.27,95,0,59.4,42,95,6.6,95,0.1,1.7,1.6,0.738,12.5
Mexico,1179,0,75.6,127,37,5.36,97,0,58.7,43,96,6.6,96,0.1,1.7,1.6,0.735,12.3
Mexico,1180,0,76,123,38,5.35,98,0,57.9,45,98,5.92,98,0.1,1.7,1.7,0.731,12.3
Mexico,1181,0,75.8,125,40,5.11,98,23,57.2,47,98,5.83,98,0.1,1.8,1.7,0.723,12.2
Mexico,1182,0,75.3,126,42,4.93,98,6,56.4,49,98,6.4,98,0.1,1.8,1.7,0.719,12.2
Mexico,1183,0,75.4,124,44,4.9,98,64,55.7,52,98,6.11,98,0.1,1.8,1.8,0.714,12.1
Mexico,1184,0,75,127,46,4.88,98,44,54.9,55,98,6.2,98,0.1,1.9,1.8,0.708,11.9
Mexico,1185,0,75,127,49,4.77,97,0,54.1,58,98,5.52,97,0.1,1.9,1.8,0.703,11.6
Mexico,1186,0,75,126,52,4.86,97,3,53.2,62,97,5.35,97,0.1,1.9,1.9,0.7,11.6
Mexico,1187,0,74.8,129,55,4.99,97,30,52.4,66,97,4.98,97,0.1,2,1.9,0.694,11.4
Micronesia(FederatedStatesof),1188,0,69.4,164,0,1.58,81,140,68.7,0,76,13.71,77,0.1,0.2,0.2,0.639,11.7
Micronesia(FederatedStatesof),1189,0,69.2,166,0,1.67,83,0,68.1,0,81,13.38,81,0.1,0.2,0.2,0.641,11.7
Micronesia(FederatedStatesof),1190,0,69,168,0,2.98,82,0,67.5,0,81,12.77,81,0.1,0.2,0.2,0.64,11.7
Micronesia(FederatedStatesof),1191,0,68.9,169,0,1.89,83,0,67,0,83,13.76,84,0.1,0.2,0.2,0.638,11.7
Micronesia(FederatedStatesof),1192,0,68.7,171,0,1.76,88,0,66.4,0,85,13.83,85,0.1,0.2,0.2,0.633,11.5
Micronesia(FederatedStatesof),1193,0,68.5,172,0,2.06,89,0,65.8,0,81,13.44,91,0.1,0.2,0.2,0.629,11.4
Micronesia(FederatedStatesof),1194,0,68.4,174,0,1.97,89,0,65.2,0,88,12.94,85,0.1,0.2,0.2,0.628,11.2
Micronesia(FederatedStatesof),1195,0,68.2,175,0,1.64,90,0,64.7,0,79,11.99,79,0.1,0.2,0.2,0.625,11
Micronesia(FederatedStatesof),1196,0,68,176,0,1.73,84,0,64.1,0,81,11.92,67,0.1,0.2,0.2,0.622,10.9
Micronesia(FederatedStatesof),1197,0,67.9,178,0,1.9,91,0,63.6,0,94,12.11,94,0.1,0.2,0.2,0.617,10.7
Micronesia(FederatedStatesof),1198,0,67.7,179,0,2.02,80,0,63.2,0,82,10.64,78,0.1,0.2,0.2,0.616,10.5
Micronesia(FederatedStatesof),1199,0,67.5,180,0,3.15,89,0,62.8,0,88,9.69,92,0.1,0.2,0.2,0.612,10.4
Micronesia(FederatedStatesof),1200,0,66.2,201,0,2.78,85,0,62.4,0,84,8.2,84,0.1,0.2,0.2,0.608,10.2
Micronesia(FederatedStatesof),1201,0,67.2,183,0,2.82,81,0,62,0,79,8.58,75,0.1,0.3,0.2,0.604,10.1
Mongolia,1202,0,68.4,225,1,0.01,99,0,51.5,1,99,4.73,99,0.1,2.2,2.3,0.729,14.8
Mongolia,1203,0,68.1,227,1,0.01,98,0,50.4,1,98,4.21,98,0.1,2.2,2.3,0.72,14.7
Mongolia,1204,0,67.8,231,1,0.01,99,0,49.2,2,99,4.22,99,0.1,2.2,2.3,0.712,14.7
Mongolia,1205,0,67.3,235,1,0.01,99,0,48,2,99,4.45,99,0.1,2.2,2.3,0.701,14.6
Mongolia,1206,0,66.3,250,1,5.8,96,7,46.9,2,96,4.7,96,0.1,2.2,2.3,0.693,14.3
Mongolia,1207,0,66.9,235,1,4.61,97,8,45.9,2,96,5.29,95,0.1,2.2,2.3,0.686,13.8
Mongolia,1208,0,67.4,225,2,4.26,96,31,44.9,2,95,5.58,96,0.1,2.2,2.3,0.673,13.4
Mongolia,1209,0,65.9,266,2,3.79,98,12,43.9,2,99,5.6,95,0.1,2.2,2.4,0.661,13
Mongolia,1210,0,65,271,2,2.91,98,26,43,2,98,4.68,99,0.1,2.2,2.4,0.649,12.7
Mongolia,1211,0,64.5,274,2,2.75,98,0,42.1,2,99,5.9,99,0.1,2.3,2.4,0.637,11.8
Mongolia,1212,0,64,284,2,1.75,98,0,41.3,2,99,5.99,99,0.1,2.3,2.4,0.621,11.2
Mongolia,1213,0,64,271,2,1.31,98,18,40.5,2,98,6.18,98,0.1,2.4,2.5,0.609,10.5
Mongolia,1214,0,63.8,263,2,2.43,98,1205,39.8,2,98,5.81,98,0.1,2.4,2.5,0.599,10.1
Mongolia,1215,0,63.2,266,2,2.87,95,10677,39.1,3,95,5.45,95,0.1,2.5,2.6,0.588,9.4
Mongolia,1216,0,62.8,274,2,2.79,93,925,38.5,3,94,4.92,94,0.1,2.6,2.6,0.582,8.9
Montenegro,1217,0,75.9,107,0,0.01,87,0,61.3,0,91,6.42,91,0.1,1.8,1.9,0.803,15.1
Montenegro,1218,0,75.8,109,0,0.01,90,0,60.7,0,94,6.43,94,0.1,1.8,1.9,0.799,15.1
Montenegro,1219,0,75.6,110,0,0.01,90,0,60.2,0,94,7.25,94,0.1,1.9,1.9,0.797,15.1
Montenegro,1220,0,75.4,113,0,6.56,91,5,59.7,0,95,6.92,95,0.1,1.9,2,0.792,15.1
Montenegro,1221,0,75.3,115,0,6.56,90,5,59.1,0,93,6.9,94,0.1,2,2,0.787,15
Montenegro,1222,0,75,117,0,6.45,87,0,58.5,0,91,6.7,92,0.1,2,2.1,0.785,14.6
Montenegro,1223,0,74.6,121,0,6.17,93,0,57.8,0,95,6.13,95,0.1,2.1,2.1,0.774,14.2
Montenegro,1224,0,74.2,125,0,4.98,90,0,57.2,0,92,6.74,92,0.1,2.1,2.2,0.762,13.6
Montenegro,1225,0,73.8,130,0,5.38,90,0,56.5,0,90,8.1,90,0.1,2.2,2.2,0.751,13.2
Morocco,1226,0,74.1,96,18,0.43,99,10,57.5,21,99,5.91,99,0.1,6.4,6.2,0.64,12.1
Morocco,1227,0,73.9,97,18,0.45,99,92,56.5,21,99,5.94,99,0.1,6.4,6.2,0.634,12.1
Morocco,1228,0,73.6,99,19,0.55,99,668,55.5,22,99,6.15,99,0.1,6.3,6.2,0.623,11.6
Morocco,1229,0,73.3,104,19,0.54,98,982,54.6,22,98,5.99,99,0.1,6.3,6.2,0.612,11.2
Morocco,1230,0,72.8,110,20,0.56,98,633,53.6,23,99,5.86,99,0.1,6.3,6.2,0.603,10.7
Morocco,1231,0,72.3,116,20,0.62,98,834,52.7,23,99,5.67,99,0.1,6.4,6.2,0.596,10.5
Morocco,1232,0,71.8,123,21,0.51,97,1455,51.7,24,99,5.41,99,0.1,6.4,6.3,0.589,10.3
Morocco,1233,0,71.4,128,21,0.56,95,2248,50.8,25,95,5.48,95,0.1,6.4,6.3,0.581,10
Morocco,1234,0,71,133,22,0.58,95,1217,49.9,25,97,5.23,97,0.1,6.4,6.3,0.575,10
Morocco,1235,0,77,137,22,0.47,96,0,49.1,26,98,5.6,98,0.1,6.5,6.3,0.569,9.8
Morocco,1236,0,72,142,23,0.56,95,6399,48.2,27,97,5.22,97,0.1,6.5,6.4,0.561,9.6
Morocco,1237,0,69.9,146,24,0.58,90,10841,47.3,28,91,5.25,91,0.1,6.6,6.4,0.551,9.3
Morocco,1238,0,69.5,150,25,0.46,92,6000,46.5,29,94,5.31,94,0.1,6.6,6.5,0.54,8.8
Morocco,1239,0,69,155,26,0.46,84,2724,45.7,30,93,4.44,96,0.1,6.7,6.5,0.53,8.5
Morocco,1240,0,68.6,160,27,0.45,43,7368,44.8,32,95,4.18,95,0.1,6.7,6.6,0.519,8
Mozambique,1241,0,56.7,375,61,0.01,79,9,22.2,84,79,6.98,79,4.1,3.6,3.5,0.409,9.1
Mozambique,1242,0,55.3,406,62,1.16,78,8,21.8,87,78,5.9,78,5.1,3.6,3.5,0.405,9.1
Mozambique,1243,0,54.8,408,64,1.19,76,145,21.3,90,73,5.58,76,6.9,3.6,3.5,0.4,9.2
Mozambique,1244,0,54.3,407,66,0.94,76,177,20.9,94,73,6.23,76,9.6,3.7,3.6,0.397,9.5
Mozambique,1245,0,54,407,69,0.96,74,2321,20.5,98,73,5.38,74,10.8,3.7,3.6,0.39,9.3
Mozambique,1246,0,53.8,400,70,1.18,74,60,20.1,101,74,5.43,74,11.3,3.7,3.6,0.382,9.2
Mozambique,1247,0,53.2,405,72,1.48,75,4,19.7,104,74,4.91,75,12.6,3.7,3.7,0.372,8.8
Mozambique,1248,0,52.1,425,74,1.03,75,267,19.3,108,75,5.25,75,14.1,3.8,3.7,0.36,8.2
Mozambique,1249,0,51.2,434,78,1.2,75,183,18.9,113,73,6.51,78,16.3,3.8,3.7,0.353,7.9
Mozambique,1250,0,58,434,80,1.23,75,12598,18.5,117,71,6.87,80,16.2,3.9,3.8,0.341,7.3
Mozambique,1251,0,54,429,82,1.54,76,9396,18.1,120,69,5.91,83,15.9,3.9,3.8,0.332,7
Mozambique,1252,0,51,424,85,1.68,76,28898,17.7,124,67,6.39,85,15.3,4,3.9,0.318,6.7
Mozambique,1253,0,49.8,416,87,2.16,76,7155,17.3,127,76,6.45,76,14.5,4,4,0.311,6.2
Mozambique,1254,0,49.5,408,90,2.09,25,7085,16.9,132,72,5.64,73,13.4,4.1,4,0.298,5.8
Myanmar,1255,0,66.4,201,40,0.01,88,122,22.9,52,88,2.28,88,0.3,12.9,13.1,0.547,9.1
Myanmar,1256,0,66.2,202,42,0.7,75,1010,22.1,55,76,2.16,75,0.4,12.9,13.2,0.54,9.1
Myanmar,1257,0,65.9,205,44,0.55,58,2175,21.3,58,87,2.22,84,0.5,13,13.2,0.533,9.1
Myanmar,1258,0,65.6,207,47,0.33,40,2046,20.5,61,90,1.87,84,0.5,13,13.3,0.526,9.1
Myanmar,1259,0,65.4,209,49,0.3,92,190,19.8,65,90,1.92,90,0.5,13.1,13.3,0.515,8.8
Myanmar,1260,0,65.2,211,52,0.28,91,329,19.1,69,90,2.5,90,0.6,13.1,13.4,0.504,8.5
Myanmar,1261,0,59.2,296,59,0.3,85,333,18.3,96,85,1.87,85,0.6,13.2,13.4,0.493,8.2
Myanmar,1262,0,64.5,217,58,0.26,85,1088,17.6,78,84,1.68,86,0.6,13.2,13.5,0.484,8.1
Myanmar,1263,0,64.2,220,61,0.28,75,760,17,83,82,1.78,82,0.6,13.2,13.5,0.474,8
Myanmar,1264,0,63.9,224,64,0.28,62,314,16.4,87,86,1.83,73,0.5,13.2,13.6,0.465,7.9
Myanmar,1265,0,63.5,228,66,0.44,39,1329,15.7,90,92,1.97,82,0.5,13.3,13.6,0.455,7.8
Myanmar,1266,0,63.2,231,69,0.4,8,830,15.2,93,86,1.97,78,0.5,13.3,13.6,0.445,7.7
Namibia,1267,0,65.9,242,2,0.01,88,477,34.9,3,88,8.93,88,2.2,8.6,8.5,0.632,11.7
Namibia,1268,0,66.1,232,3,0.01,89,1028,34.1,3,89,8.53,89,2.5,9,8.9,0.625,11.6
Namibia,1269,0,65.8,232,3,0.01,84,86,33.3,4,84,8.24,84,3.7,9.5,9.4,0.619,11.5
Namibia,1270,0,64.3,268,3,7.84,82,79,32.5,4,85,8.78,82,4.7,9.9,9.9,0.612,11.5
Namibia,1271,0,63,299,3,7.58,83,3138,31.8,4,83,7.89,83,6.2,10.4,10.4,0.604,11.4
Nepal,1272,0,69.6,158,18,0.01,92,1279,18.5,22,92,5.8,92,0.1,15.9,16.3,0.551,12.4
Nepal,1273,0,69.3,162,19,0.27,92,1861,18,24,92,5.69,92,0.1,16.1,16.5,0.545,12.3
Nepal,1274,0,68.9,167,20,0.26,90,3362,17.4,25,90,5.89,90,0.2,16.3,16.7,0.538,12.3
Nepal,1275,0,68.4,172,22,0.27,92,2359,16.9,27,92,6.73,92,0.2,16.5,16.9,0.529,12
Nepal,1276,0,68,178,23,0.24,82,190,16.4,30,83,6.43,82,0.2,16.7,17.2,0.515,11.1
Nepal,1277,0,67.5,183,25,0.22,89,189,15.9,32,93,6.41,89,0.2,16.9,17.4,0.502,10.5
Nepal,1278,0,67,189,27,0.21,82,2089,15.4,35,82,6.44,82,0.2,17,17.6,0.492,10.1
Nepal,1279,0,66.6,194,29,0.2,82,1415,14.9,38,82,5.84,82,0.2,17.2,17.8,0.486,10
Nepal,1280,0,66,201,31,0.2,69,2838,14.4,41,91,5.7,89,0.2,17.4,18,0.476,9.6
Nepal,1281,0,65.4,208,33,0.2,41,5023,13.9,44,78,5.72,75,0.2,17.6,18.2,0.469,9.4
Nepal,1282,0,64.7,218,35,0.21,27,12074,13.4,47,80,5.82,80,0.2,17.8,18.4,0.463,9.3
Nepal,1283,0,64.3,220,38,0.2,20,13344,12.9,50,76,5.48,78,0.1,18,18.6,0.457,9.2
Netherlands,1284,1,81.7,58,1,0.01,92,140,61.6,1,96,10.9,96,0.1,1,0.9,0.923,18.1
Netherlands,1285,1,81.4,60,1,8.68,51,2632,61,1,97,11.4,97,0.1,1,0.9,0.922,18.1
Netherlands,1286,1,81.1,62,1,9.05,20,10,60.5,1,97,11.1,97,0.1,1,0.9,0.921,18.1
Netherlands,1287,1,81.1,63,1,8.96,20,51,59.9,1,97,10.53,97,0.1,1,0.9,0.911,17.2
NewZealand,1288,1,81.5,67,0,9.07,93,280,66.9,0,93,11.3,93,0.1,0.4,0.3,0.91,19.2
NewZealand,1289,1,81.3,69,0,9.18,93,8,66.4,0,92,11.17,92,0.1,0.3,0.3,0.908,19.3
NewZealand,1290,1,81.1,70,0,9.2,93,68,65.9,0,93,11.53,93,0.1,0.3,0.3,0.904,19.5
NewZealand,1291,1,86,72,0,9.47,95,597,65.3,0,95,11.24,95,0.1,0.3,0.3,0.901,19.7
NewZealand,1292,1,89,71,0,9.62,90,43,64.8,0,93,11.2,93,0.1,0.3,0.3,0.899,20.3
NewZealand,1293,1,85,73,0,9.24,93,198,64.3,0,92,11.21,92,0.1,0.3,0.3,0.895,19.3
NewZealand,1294,1,81,75,0,9.49,90,0,63.8,0,89,10.7,89,0.1,0.3,0.3,0.894,19.5
NewZealand,1295,1,81,76,0,9.19,88,25,63.2,0,88,8.35,88,0.1,0.3,0.3,0.891,19.2
NewZealand,1296,1,79.9,76,0,9.34,87,20,62.6,0,89,8.65,89,0.1,0.3,0.3,0.888,19.1
NewZealand,1297,1,79.9,78,0,9.31,87,20,62.1,0,89,8.25,89,0.1,0.3,0.3,0.886,18.9
NewZealand,1298,1,79.2,79,0,9.15,88,33,61.5,0,87,7.89,89,0.1,0.3,0.3,0.884,18.4
NewZealand,1299,1,79.1,82,0,8.91,89,66,60.9,0,86,7.71,90,0.1,0.3,0.3,0.881,18.2
NewZealand,1300,1,78.7,83,0,9.13,89,21,60.3,0,84,7.89,90,0.1,0.3,0.3,0.873,17.5
NewZealand,1301,1,78.5,83,0,8.75,90,65,59.6,0,82,7.58,90,0.1,0.3,0.3,0.868,17.4
NewZealand,1302,1,78.6,87,0,8.91,90,65,58.9,0,82,7.47,90,0.1,0.3,0.3,0.864,17.2
Nicaragua,1303,0,74.5,148,2,3.55,98,0,53.2,3,99,9.4,98,0.1,1.8,1.7,0.636,11.6
Nicaragua,1304,0,73.9,157,2,3.58,98,0,52.4,3,99,8.43,98,0.1,1.8,1.7,0.63,11.5
Nicaragua,1305,0,73.9,157,2,3.63,98,0,51.7,3,99,8.4,98,0.1,1.8,1.7,0.625,11.5
Nicaragua,1306,0,74.5,147,3,3.39,98,0,50.9,3,99,6.39,98,0.1,1.8,1.8,0.62,11.5
Nicaragua,1307,0,73.2,154,3,3.38,98,0,50.2,3,99,6.58,98,0.1,1.9,1.8,0.614,11.4
Nicaragua,1308,0,73.2,163,3,3.36,98,0,49.4,3,99,6.82,98,0.2,1.9,1.8,0.613,11.3
Nicaragua,1309,0,72.5,169,3,3.64,97,0,48.6,3,97,6.98,97,0.2,1.9,1.8,0.607,11.1
Nicaragua,1310,0,72.5,173,3,3.83,93,0,47.9,4,93,6.91,93,0.2,2,1.9,0.601,11
Nicaragua,1311,0,73,170,3,3.69,88,0,47.1,4,88,6.33,88,0.3,2,1.9,0.597,11
Nicaragua,1312,0,71.2,194,3,3.7,86,0,46.4,4,87,6.11,86,0.3,2,1.9,0.592,11
Nicaragua,1313,0,71,194,4,3.81,79,0,45.7,4,80,6.13,79,0.3,2.1,2,0.587,11
Nicaragua,1314,0,76,198,4,3.77,86,0,44.9,5,86,6.12,86,0.3,2.1,2,0.583,11
Nicaragua,1315,0,75,197,4,3.5,85,0,44.2,5,85,5.71,85,0.4,2.2,2.1,0.577,10.7
Nicaragua,1316,0,73,193,4,3.51,87,0,43.5,5,89,5.26,87,0.4,2.2,2.1,0.57,10.4
Nicaragua,1317,0,73,192,4,3.61,83,0,42.8,5,85,5.39,83,0.4,2.2,2.1,0.562,10.1
Niger,1318,0,61.4,223,49,0.01,68,1142,18.9,88,67,5.82,68,0.5,9.8,9.6,0.345,5.3
Niger,1319,0,69,227,49,0.01,67,1224,18.5,89,56,5.9,67,0.6,10,9.9,0.341,5.3
Niger,1320,0,63,232,49,0.01,71,272,18.1,90,71,6.11,71,0.7,10.3,10.1,0.331,5.1
Niger,1321,0,59.4,241,50,0.15,75,771,17.7,93,40,6.66,75,0.7,10.5,10.3,0.323,4.8
Niger,1322,0,58.2,252,50,0.12,70,372,17.3,95,75,6.36,70,0.9,10.7,10.6,0.312,4.5
Niger,1323,0,57.1,263,51,0.11,71,801,16.9,99,71,6.98,71,1.1,11,10.8,0.307,4.2
Nigeria,1324,0,53.6,362,490,0.01,49,6855,24.7,759,49,3.67,49,3.9,10.1,9.9,0.521,10
Nigeria,1325,0,53.2,367,498,8.3,46,52852,24.1,773,46,3.7,46,3.9,10.4,10.2,0.514,9.8
Nigeria,1326,0,52.7,374,505,8.54,42,6447,23.5,788,42,3.3,42,4.4,10.7,10.6,0.507,9.7
Nigeria,1327,0,52.3,375,513,8.75,46,18843,22.8,802,48,3.69,48,4.7,11,10.9,0.5,9.6
Nigeria,1328,0,52,374,521,8.9,49,8491,22.2,817,54,3.47,54,4.8,11.3,11.2,0.492,9.5
Nigeria,1329,0,51.6,376,527,9.05,63,1272,21.6,832,66,4.24,63,4.9,11.7,11.6,0.487,9.3
Nigeria,1330,0,59,386,536,9.3,41,9960,21,848,60,4,53,5,12,11.9,0.481,9.2
Nigeria,1331,0,55,388,542,9.55,42,2613,20.4,863,54,4.47,42,5.2,12.3,12.3,0.477,9.1
Nigeria,1332,0,49.8,396,549,9.66,27,704,19.9,879,46,3.66,40,5.3,12.6,12.6,0.466,9
Nigeria,1333,0,49.2,400,556,9.71,18,110927,19.3,893,45,4.11,36,5.4,12.9,12.9,0.463,8.9
Oman,1334,0,76.4,101,1,0.4,99,0,53.5,1,99,3.55,99,0.1,7.1,6.9,0.796,13.7
Oman,1335,0,76.2,102,1,0.46,98,0,52.8,1,99,2.76,98,0.1,7,6.8,0.796,13.7
Oman,1336,0,76,104,1,0.51,98,13,52.3,1,99,2.52,98,0.1,7,6.8,0.797,13.7
Oman,1337,0,75.8,105,1,0.54,99,5,52,1,99,2.49,99,0.1,6.9,6.8,0.797,13.6
Oman,1338,0,75.6,106,1,0.56,99,3,51.8,1,99,2.74,99,0.1,6.9,6.8,0.797,13.5
Oman,1339,0,75.4,108,1,0.56,98,19,51.5,1,96,2.83,98,0.1,6.9,6.8,0.782,12.4
Oman,1340,0,75.2,109,1,0.57,99,18,51.1,1,97,2.1,99,0.1,6.9,6.8,0.765,11.9
Oman,1341,0,74.9,113,1,0.57,99,24,50.6,1,97,2.43,99,0.1,7,6.8,0.753,11.5
Oman,1342,0,74.7,115,1,0.58,99,13,50.1,1,98,2.31,98,0.1,7,6.8,0.748,11.6
Oman,1343,0,74.3,118,1,0.63,99,25,49.5,1,99,2.59,99,0.1,7,6.8,0.742,11.5
Oman,1344,0,74,122,1,0.61,99,18,48.9,1,99,2.98,99,0.1,7.1,6.8,0.734,11.5
Oman,1345,0,73.6,127,1,0.56,99,1,48.1,1,99,3.17,99,0.1,7.1,6.8,0.725,11.2
Oman,1346,0,73.3,130,1,0.54,99,5,47.3,1,99,3.18,99,0.1,7.1,6.8,0.716,11
Oman,1347,0,72.9,134,1,0.55,99,15,46.5,1,99,3.8,99,0.1,7.1,6.9,0.705,10.7
Pakistan,1348,0,66.2,162,359,0.01,72,1370,24.7,442,72,2.61,72,0.1,19.4,19.8,0.542,7.8
Pakistan,1349,0,66,163,365,0.04,72,8749,23.9,450,72,2.7,72,0.1,19.6,20,0.538,7.7
Pakistan,1350,0,65.7,165,369,0.04,72,8046,23.2,456,72,2.76,72,0.1,19.8,20.2,0.529,7.6
Pakistan,1351,0,65.5,167,371,0.04,74,4386,22.5,459,75,3.1,74,0.1,20,20.4,0.525,7.5
Pakistan,1352,0,65.1,172,372,0.04,82,4321,21.9,461,82,3.2,82,0.1,20.2,20.7,0.521,7.5
Pakistan,1353,0,64.8,175,371,0.03,78,863,21.3,460,70,2.94,71,0.1,20.5,20.9,0.514,7.3
Pakistan,1354,0,64.6,177,369,0.03,65,1129,20.6,460,70,3.26,62,0.1,20.7,21.1,0.513,7.3
Pakistan,1355,0,64.4,178,367,0.03,75,2801,20.1,459,75,3.35,75,0.1,20.8,21.3,0.505,6.7
Pakistan,1356,0,64.2,179,365,0.03,78,7641,19.5,458,77,3.4,78,0.1,21,21.5,0.501,6.5
Pakistan,1357,0,62.9,200,364,0.04,70,2981,18.9,459,78,2.91,77,0.1,21.2,21.7,0.487,6.1
Pakistan,1358,0,63.7,183,364,0.01,65,4248,18.4,461,65,2.56,65,0.1,21.4,21.8,0.474,5.6
Pakistan,1359,0,63.5,185,366,0.01,63,4740,17.9,466,69,2.61,67,0.1,21.6,22,0.465,5.6
Panama,1360,0,77.6,119,1,6.74,80,0,57.1,1,80,8.3,80,0.1,1.9,1.8,0.78,13
Panama,1361,0,77.5,118,1,6.89,80,0,56.3,1,81,8.9,80,0.1,1.9,1.9,0.773,12.9
Panama,1362,0,77.2,120,1,6.95,85,0,55.6,1,87,7.25,85,0.1,1.9,1.9,0.765,12.8
Panama,1363,0,77.3,121,1,6.9,87,4,54.9,1,91,7.5,87,0.1,2,1.9,0.758,12.9
Panama,1364,0,76.5,122,1,6.94,94,0,54.2,2,95,8.5,94,0.1,2,1.9,0.756,12.8
Panama,1365,0,76.8,127,1,6.87,85,0,53.4,2,85,7.56,85,0.1,2,1.9,0.755,12.8
Panama,1366,0,76.5,127,1,6.74,86,0,52.7,2,86,6.75,86,0.1,2,2,0.75,12.8
Panama,1367,0,76.4,124,1,6.16,85,0,51.9,2,84,6.31,85,0.2,2.1,2,0.743,12.9
Panama,1368,0,76.2,125,1,5.72,88,0,51.1,2,98,7,88,0.1,2.1,2,0.744,12.9
Panama,1369,0,75.8,122,1,5.53,92,0,50.3,2,88,7.48,92,0.1,2.1,2.1,0.74,12.9
Panama,1370,0,75.8,123,1,5.69,95,0,49.5,2,92,8.9,95,0.2,2.2,2.1,0.733,12.8
Panama,1371,0,75.5,126,1,5.52,98,0,48.6,2,95,7.6,98,0.1,2.2,2.2,0.728,12.8
Panama,1372,0,75.7,125,1,5.52,98,0,47.8,2,99,8.3,99,0.2,2.3,2.2,0.725,12.6
Panama,1373,0,75.5,124,2,5.43,98,0,46.9,2,95,7.72,99,0.1,2.3,2.3,0.721,12.4
PapuaNewGuinea,1374,0,62.7,278,10,0.01,67,2299,47.9,13,64,4.26,73,0.7,1.3,1.3,0.511,10
PapuaNewGuinea,1375,0,62.4,281,10,0.01,73,12,47.2,13,80,4.78,79,0.8,1.3,1.3,0.506,10
PapuaNewGuinea,1376,0,62.2,284,10,0.01,68,0,46.4,13,81,4.55,74,1,1.3,1.3,0.501,9.9
PapuaNewGuinea,1377,0,62,285,10,0.88,66,0,45.7,13,69,4.94,72,1,1.3,1.3,0.494,9.9
PapuaNewGuinea,1378,0,61.8,286,10,0.79,56,0,44.9,14,72,4.18,67,1.1,1.4,1.3,0.485,9.6
PapuaNewGuinea,1379,0,61.6,288,11,0.82,66,0,44.2,14,79,4.36,73,1.1,1.4,1.3,0.477,9.2
PapuaNewGuinea,1380,0,61.4,290,11,0.81,59,0,43.4,14,76,4.6,63,1.3,1.4,1.3,0.469,8.9
PapuaNewGuinea,1381,0,61.1,295,11,0.71,61,0,42.7,14,72,4.4,71,1.4,1.4,1.3,0.461,8.6
PapuaNewGuinea,1382,0,68,299,11,0.64,71,1,41.9,14,67,5.92,72,1.5,1.4,1.4,0.454,8.2
PapuaNewGuinea,1383,0,64,307,11,0.84,63,1222,41.1,15,61,6.42,72,1.5,1.4,1.4,0.446,7.9
PapuaNewGuinea,1384,0,59.9,314,11,0.58,60,1385,40.4,15,59,8.39,62,1.5,1.5,1.4,0.439,7.6
PapuaNewGuinea,1385,0,59.6,321,11,0.59,67,3863,39.6,14,62,6.79,68,1.4,1.5,1.4,0.433,7.2
PapuaNewGuinea,1386,0,59.3,327,11,0.61,60,17620,38.9,14,54,7.69,61,1.4,1.5,1.5,0.428,6.9
PapuaNewGuinea,1387,0,59.1,331,11,0.68,59,4023,38.2,14,52,6.68,55,1.3,1.5,1.5,0.422,6.6
PapuaNewGuinea,1388,0,58.9,335,11,0.73,57,7135,37.5,14,51,3.98,59,1.1,1.6,1.5,0.418,6.2
Paraguay,1389,0,73.9,147,3,0.01,87,0,49.4,3,83,9.81,87,0.2,2,1.9,0.688,12.3
Paraguay,1390,0,73.8,148,3,5.03,86,0,48.6,3,80,10.49,86,0.2,2,1.9,0.679,12.3
Paraguay,1391,0,73.6,148,3,5.36,87,0,47.9,3,83,10.33,87,0.1,2,2,0.679,12.3
Paraguay,1392,0,73.4,150,3,5.79,89,0,47.1,3,84,9.42,89,0.1,2.1,2,0.675,12.3
Paraguay,1393,0,73.2,152,3,5.65,89,0,46.4,3,85,9.1,89,0.1,2.1,2,0.664,12.4
Paraguay,1394,0,73,155,3,5.39,85,0,45.6,3,81,9.14,85,0.1,2.1,2,0.663,12.1
Paraguay,1395,0,72.7,157,3,6.14,87,0,44.9,4,85,7.6,89,0.1,2.1,2.1,0.654,11.9
Paraguay,1396,0,72.5,159,3,5.61,86,0,44.2,4,95,6.41,95,0.1,2.2,2.1,0.649,12
Paraguay,1397,0,72.3,161,3,5.61,92,0,43.5,4,98,6.43,98,0.2,2.2,2.2,0.648,12.1
Paraguay,1398,0,72.1,163,3,6.38,92,0,42.8,4,96,6.7,96,0.2,2.3,2.2,0.646,12.3
